CMDLINE /Users/vadimleshchev/opt/anaconda3/envs/YandexContest/bin/python main.py
MEM 39.730469 1626986007.5551
MEM 39.730469 1626986007.6577
MEM 39.730469 1626986007.7582
MEM 39.730469 1626986007.8633
MEM 39.730469 1626986007.9673
MEM 39.730469 1626986008.0720
MEM 39.730469 1626986008.1734
MEM 39.730469 1626986008.2740
MEM 39.730469 1626986008.3769
MEM 39.730469 1626986008.4778
MEM 39.730469 1626986008.5798
MEM 39.730469 1626986008.6806
MEM 39.730469 1626986008.7813
MEM 39.730469 1626986008.8863
MEM 39.730469 1626986008.9909
MEM 39.730469 1626986009.0949
MEM 39.730469 1626986009.1956
MEM 39.730469 1626986009.3008
MEM 39.730469 1626986009.4017
MEM 39.730469 1626986009.5065
MEM 39.730469 1626986009.6067
MEM 39.730469 1626986009.7116
MEM 39.730469 1626986009.8165
MEM 39.730469 1626986009.9187
MEM 39.730469 1626986010.0191
MEM 39.730469 1626986010.1231
MEM 39.730469 1626986010.2258
MEM 39.730469 1626986010.3297
MEM 39.730469 1626986010.4329
MEM 39.730469 1626986010.5377
MEM 39.730469 1626986010.6398
MEM 39.730469 1626986010.7446
MEM 39.730469 1626986010.8490
MEM 39.730469 1626986010.9517
MEM 39.730469 1626986011.0519
MEM 39.730469 1626986011.1564
MEM 39.730469 1626986011.2596
MEM 39.730469 1626986011.3648
MEM 39.730469 1626986011.4650
MEM 39.730469 1626986011.5662
MEM 39.730469 1626986011.6714
MEM 39.730469 1626986011.7750
MEM 39.730469 1626986011.8802
MEM 39.730469 1626986011.9832
MEM 39.730469 1626986012.0836
MEM 62.179688 1626986012.1841
MEM 78.722656 1626986012.2894
MEM 97.625000 1626986012.3938
MEM 111.664062 1626986012.4961
MEM 140.527344 1626986012.6014
MEM 150.343750 1626986012.7049
MEM 165.183594 1626986012.8074
MEM 168.882812 1626986012.9117
MEM 171.070312 1626986013.0135
MEM 173.296875 1626986013.1164
MEM 175.113281 1626986013.2166
MEM 176.058594 1626986013.3211
MEM 178.363281 1626986013.4239
MEM 180.585938 1626986013.5249
MEM 182.726562 1626986013.6263
MEM 185.011719 1626986013.7290
MEM 187.222656 1626986013.8306
MEM 189.507812 1626986013.9355
MEM 191.855469 1626986014.0357
MEM 194.066406 1626986014.1368
MEM 195.300781 1626986014.2381
MEM 197.402344 1626986014.3430
MEM 199.679688 1626986014.4477
MEM 224.582031 1626986014.5529
MEM 235.253906 1626986014.6536
MEM 237.523438 1626986014.7584
MEM 239.746094 1626986014.8614
MEM 241.968750 1626986014.9644
MEM 244.183594 1626986015.0681
MEM 246.367188 1626986015.1690
MEM 248.621094 1626986015.2731
MEM 250.800781 1626986015.3747
MEM 251.445312 1626986015.4759
MEM 253.667969 1626986015.5765
MEM 255.914062 1626986015.6794
MEM 258.156250 1626986015.7820
MEM 260.437500 1626986015.8862
MEM 262.660156 1626986015.9890
MEM 264.875000 1626986016.0892
MEM 267.082031 1626986016.1928
MEM 269.851562 1626986016.2980
MEM 272.144531 1626986016.4032
MEM 274.347656 1626986016.5035
MEM 276.636719 1626986016.6088
MEM 278.882812 1626986016.7122
MEM 280.054688 1626986016.8150
MEM 281.476562 1626986016.9182
MEM 283.765625 1626986017.0234
MEM 283.902344 1626986017.1237
MEM 283.992188 1626986017.2259
MEM 284.042969 1626986017.3274
MEM 284.109375 1626986017.4294
MEM 284.226562 1626986017.5335
MEM 284.367188 1626986017.6341
MEM 284.472656 1626986017.7345
MEM 284.605469 1626986017.8373
MEM 284.734375 1626986017.9417
MEM 284.890625 1626986018.0457
MEM 285.039062 1626986018.1461
MEM 285.039062 1626986018.2464
MEM 285.054688 1626986018.3468
MEM 285.054688 1626986018.4482
MEM 285.058594 1626986018.5515
MEM 285.058594 1626986018.6541
MEM 285.058594 1626986018.7571
MEM 285.058594 1626986018.8597
MEM 285.058594 1626986018.9617
MEM 285.062500 1626986019.0630
MEM 285.062500 1626986019.1633
MEM 285.062500 1626986019.2685
MEM 285.062500 1626986019.3737
MEM 285.062500 1626986019.4771
MEM 285.062500 1626986019.5823
MEM 285.062500 1626986019.6846
MEM 285.062500 1626986019.7880
MEM 285.062500 1626986019.8908
MEM 285.062500 1626986019.9913
MEM 285.074219 1626986020.0924
MEM 285.074219 1626986020.1932
MEM 285.074219 1626986020.2941
MEM 285.074219 1626986020.3949
MEM 285.074219 1626986020.4989
MEM 285.074219 1626986020.6030
MEM 285.078125 1626986020.7076
MEM 285.078125 1626986020.8121
MEM 285.078125 1626986020.9134
MEM 285.078125 1626986021.0136
MEM 285.078125 1626986021.1183
MEM 285.078125 1626986021.2209
MEM 285.078125 1626986021.3218
MEM 285.078125 1626986021.4259
MEM 285.078125 1626986021.5276
MEM 285.085938 1626986021.6289
MEM 285.085938 1626986021.7313
MEM 285.085938 1626986021.8332
MEM 285.085938 1626986021.9379
MEM 285.085938 1626986022.0427
MEM 285.085938 1626986022.1449
MEM 285.085938 1626986022.2489
MEM 285.085938 1626986022.3517
MEM 285.089844 1626986022.4561
MEM 285.101562 1626986022.5587
MEM 285.101562 1626986022.6628
MEM 285.109375 1626986022.7642
MEM 285.109375 1626986022.8679
MEM 285.109375 1626986022.9709
MEM 292.421875 1626986023.0748
MEM 315.343750 1626986023.1787
MEM 320.808594 1626986023.2796
MEM 326.296875 1626986023.3804
MEM 331.996094 1626986023.4852
MEM 337.996094 1626986023.5861
MEM 343.644531 1626986023.6871
MEM 349.433594 1626986023.7912
MEM 355.363281 1626986023.8965
MEM 361.027344 1626986023.9977
MEM 366.714844 1626986024.1006
MEM 372.484375 1626986024.2050
MEM 378.230469 1626986024.3091
MEM 384.035156 1626986024.4133
MEM 388.718750 1626986024.5143
MEM 388.718750 1626986024.6150
MEM 391.152344 1626986024.7202
MEM 395.839844 1626986024.8251
MEM 409.121094 1626986024.9279
MEM 465.785156 1626986025.0306
MEM 469.855469 1626986025.1315
MEM 474.062500 1626986025.2367
MEM 478.277344 1626986025.3417
MEM 483.488281 1626986025.4429
MEM 488.718750 1626986025.5439
MEM 494.230469 1626986025.6491
MEM 499.687500 1626986025.7528
MEM 504.968750 1626986025.8536
MEM 429.824219 1626986025.9575
MEM 366.125000 1626986026.0583
MEM 365.050781 1626986026.1593
MEM 366.582031 1626986026.2601
MEM 326.917969 1626986026.3620
MEM 252.812500 1626986026.4673
MEM 160.371094 1626986026.5683
MEM 99.812500 1626986026.6735
MEM 61.746094 1626986026.7764
MEM 61.746094 1626986026.8773
MEM 61.746094 1626986026.9802
MEM 61.746094 1626986027.0819
MEM 61.746094 1626986027.1830
MEM 61.746094 1626986027.2869
MEM 61.746094 1626986027.3921
MEM 61.746094 1626986027.4966
MEM 61.746094 1626986027.6001
MEM 61.746094 1626986027.7019
MEM 61.746094 1626986027.8070
MEM 61.746094 1626986027.9122
MEM 61.746094 1626986028.0158
MEM 61.746094 1626986028.1210
MEM 61.746094 1626986028.2263
MEM 61.746094 1626986028.3278
MEM 61.746094 1626986028.4295
MEM 61.746094 1626986028.5324
MEM 61.746094 1626986028.6354
MEM 61.746094 1626986028.7384
MEM 61.746094 1626986028.8400
MEM 61.746094 1626986028.9440
MEM 61.746094 1626986029.0472
MEM 61.746094 1626986029.1487
MEM 61.746094 1626986029.2516
MEM 61.746094 1626986029.3546
MEM 61.746094 1626986029.4566
MEM 61.746094 1626986029.5603
MEM 61.746094 1626986029.6632
MEM 61.746094 1626986029.7681
MEM 61.746094 1626986029.8709
MEM 61.746094 1626986029.9728
MEM 61.746094 1626986030.0750
MEM 61.746094 1626986030.1799
MEM 61.746094 1626986030.2800
MEM 61.746094 1626986030.3837
MEM 61.746094 1626986030.4841
MEM 61.746094 1626986030.5856
MEM 61.746094 1626986030.6860
MEM 61.746094 1626986030.7866
MEM 61.746094 1626986030.8909
MEM 61.746094 1626986030.9945
MEM 61.746094 1626986031.0986
MEM 61.746094 1626986031.2020
MEM 61.746094 1626986031.3023
MEM 61.746094 1626986031.4066
MEM 61.746094 1626986031.5105
MEM 61.746094 1626986031.6141
MEM 61.746094 1626986031.7170
MEM 61.746094 1626986031.8186
MEM 61.746094 1626986031.9211
MEM 61.746094 1626986032.0256
MEM 61.746094 1626986032.1272
MEM 61.746094 1626986032.2288
MEM 61.746094 1626986032.3310
MEM 61.746094 1626986032.4348
MEM 61.746094 1626986032.5356
MEM 61.746094 1626986032.6399
MEM 61.746094 1626986032.7444
MEM 61.746094 1626986032.8454
MEM 61.746094 1626986032.9458
MEM 61.746094 1626986033.0460
MEM 61.746094 1626986033.1503
MEM 61.746094 1626986033.2539
MEM 61.746094 1626986033.3574
MEM 61.746094 1626986033.4609
MEM 61.746094 1626986033.5641
MEM 61.746094 1626986033.6675
MEM 61.746094 1626986033.7689
MEM 61.746094 1626986033.8741
MEM 61.746094 1626986033.9750
MEM 61.746094 1626986034.0779
MEM 61.746094 1626986034.1803
MEM 61.746094 1626986034.2856
MEM 61.746094 1626986034.3861
MEM 61.746094 1626986034.4913
MEM 61.746094 1626986034.5943
MEM 61.746094 1626986034.6972
MEM 61.746094 1626986034.8019
MEM 61.746094 1626986034.9071
MEM 61.746094 1626986035.0089
MEM 61.746094 1626986035.1103
MEM 61.746094 1626986035.2141
MEM 61.746094 1626986035.3175
MEM 61.746094 1626986035.4198
MEM 61.746094 1626986035.5203
MEM 61.746094 1626986035.6223
MEM 61.746094 1626986035.7261
MEM 61.746094 1626986035.8305
MEM 61.746094 1626986035.9308
MEM 61.746094 1626986036.0330
MEM 61.746094 1626986036.1376
MEM 61.746094 1626986036.2414
MEM 61.746094 1626986036.3436
MEM 61.746094 1626986036.4461
MEM 61.746094 1626986036.5471
MEM 61.746094 1626986036.6519
MEM 61.746094 1626986036.7554
MEM 61.746094 1626986036.8603
MEM 61.746094 1626986036.9616
MEM 61.746094 1626986037.0661
MEM 61.746094 1626986037.1673
MEM 61.746094 1626986037.2724
MEM 61.746094 1626986037.3774
MEM 61.746094 1626986037.4810
MEM 61.746094 1626986037.5829
MEM 61.746094 1626986037.6857
MEM 61.746094 1626986037.7866
MEM 61.746094 1626986037.8895
MEM 61.746094 1626986037.9934
MEM 61.746094 1626986038.0961
MEM 61.746094 1626986038.1973
MEM 61.746094 1626986038.3019
MEM 61.746094 1626986038.4038
MEM 61.746094 1626986038.5082
MEM 61.746094 1626986038.6107
MEM 61.746094 1626986038.7109
MEM 61.746094 1626986038.8144
MEM 61.746094 1626986038.9147
MEM 61.746094 1626986039.0152
MEM 61.746094 1626986039.1161
MEM 61.746094 1626986039.2203
MEM 61.746094 1626986039.3206
MEM 61.746094 1626986039.4226
MEM 61.746094 1626986039.5238
MEM 61.746094 1626986039.6276
MEM 61.746094 1626986039.7303
MEM 61.746094 1626986039.8311
MEM 61.746094 1626986039.9333
MEM 61.746094 1626986040.0360
MEM 61.746094 1626986040.1411
MEM 61.746094 1626986040.2442
MEM 61.746094 1626986040.3486
MEM 61.746094 1626986040.4519
MEM 61.746094 1626986040.5534
MEM 61.746094 1626986040.6551
MEM 61.746094 1626986040.7562
MEM 61.746094 1626986040.8582
MEM 61.746094 1626986040.9633
MEM 61.746094 1626986041.0668
MEM 61.746094 1626986041.1720
MEM 61.746094 1626986041.2757
MEM 61.746094 1626986041.3794
MEM 61.746094 1626986041.4805
MEM 61.746094 1626986041.5835
MEM 61.746094 1626986041.6851
MEM 61.746094 1626986041.7891
MEM 61.746094 1626986041.8943
MEM 61.746094 1626986041.9949
MEM 61.746094 1626986042.0952
MEM 61.746094 1626986042.1977
MEM 61.746094 1626986042.3019
MEM 61.746094 1626986042.4043
MEM 61.746094 1626986042.5085
MEM 61.746094 1626986042.6133
MEM 61.746094 1626986042.7173
MEM 61.746094 1626986042.8225
MEM 61.746094 1626986042.9273
MEM 61.746094 1626986043.0313
MEM 61.746094 1626986043.1323
MEM 61.746094 1626986043.2345
MEM 61.746094 1626986043.3381
MEM 61.746094 1626986043.4400
MEM 61.746094 1626986043.5429
MEM 61.746094 1626986043.6472
MEM 61.746094 1626986043.7518
MEM 61.746094 1626986043.8535
MEM 61.746094 1626986043.9579
MEM 61.746094 1626986044.0631
MEM 61.746094 1626986044.1646
MEM 61.746094 1626986044.2650
MEM 61.746094 1626986044.3653
MEM 61.746094 1626986044.4661
MEM 61.746094 1626986044.5697
MEM 61.746094 1626986044.6738
MEM 61.746094 1626986044.7763
MEM 61.746094 1626986044.8813
MEM 61.746094 1626986044.9855
MEM 61.746094 1626986045.0881
MEM 61.746094 1626986045.1909
MEM 61.746094 1626986045.2928
MEM 61.746094 1626986045.3942
MEM 61.746094 1626986045.4980
MEM 61.746094 1626986045.6021
MEM 61.746094 1626986045.7055
MEM 88.984375 1626986045.8102
MEM 98.339844 1626986045.9123
MEM 116.519531 1626986046.0159
MEM 131.707031 1626986046.1211
MEM 159.500000 1626986046.2241
MEM 173.957031 1626986046.3281
MEM 184.816406 1626986046.4306
MEM 196.617188 1626986046.5315
MEM 211.187500 1626986046.6321
MEM 253.886719 1626986046.7352
MEM 260.539062 1626986046.8393
MEM 270.945312 1626986046.9400
MEM 273.242188 1626986047.0450
MEM 275.000000 1626986047.1459
MEM 277.320312 1626986047.2494
MEM 279.769531 1626986047.3533
MEM 282.007812 1626986047.4535
MEM 284.210938 1626986047.5542
MEM 284.738281 1626986047.6551
MEM 287.011719 1626986047.7591
MEM 289.250000 1626986047.8608
MEM 291.468750 1626986047.9618
MEM 293.433594 1626986048.0635
MEM 295.429688 1626986048.1676
MEM 297.777344 1626986048.2724
MEM 300.195312 1626986048.3767
MEM 302.628906 1626986048.4819
MEM 304.976562 1626986048.5864
MEM 307.050781 1626986048.6906
MEM 308.171875 1626986048.7949
MEM 309.929688 1626986048.8959
MEM 312.386719 1626986049.0009
MEM 314.125000 1626986049.1024
MEM 316.355469 1626986049.2043
MEM 318.671875 1626986049.3047
MEM 321.089844 1626986049.4094
MEM 323.531250 1626986049.5146
MEM 325.968750 1626986049.6196
MEM 328.281250 1626986049.7203
MEM 330.722656 1626986049.8255
MEM 333.062500 1626986049.9264
MEM 335.515625 1626986050.0303
MEM 337.492188 1626986050.1319
MEM 337.492188 1626986050.2358
MEM 339.281250 1626986050.3410
MEM 341.656250 1626986050.4429
MEM 344.128906 1626986050.5475
MEM 346.585938 1626986050.6519
MEM 348.980469 1626986050.7535
MEM 351.347656 1626986050.8538
MEM 353.789062 1626986050.9573
MEM 356.222656 1626986051.0613
MEM 358.589844 1626986051.1620
MEM 360.957031 1626986051.2639
MEM 363.292969 1626986051.3674
MEM 365.671875 1626986051.4696
MEM 368.050781 1626986051.5706
MEM 370.488281 1626986051.6754
MEM 372.855469 1626986051.7763
MEM 374.054688 1626986051.8771
MEM 374.859375 1626986051.9780
MEM 377.214844 1626986052.0799
MEM 379.644531 1626986052.1842
MEM 381.996094 1626986052.2868
MEM 385.316406 1626986052.3876
MEM 387.765625 1626986052.4927
MEM 390.214844 1626986052.5979
MEM 455.531250 1626986052.7018
MEM 457.785156 1626986052.8022
MEM 460.210938 1626986052.9063
MEM 462.597656 1626986053.0069
MEM 462.152344 1626986053.1121
MEM 464.523438 1626986053.2139
MEM 466.968750 1626986053.3185
MEM 469.343750 1626986053.4202
MEM 469.667969 1626986053.5213
MEM 469.671875 1626986053.6233
MEM 469.679688 1626986053.7285
MEM 469.679688 1626986053.8318
MEM 469.679688 1626986053.9326
MEM 469.679688 1626986054.0369
MEM 469.679688 1626986054.1396
MEM 469.679688 1626986054.2448
MEM 469.679688 1626986054.3467
MEM 469.679688 1626986054.4518
MEM 469.679688 1626986054.5535
MEM 469.679688 1626986054.6549
MEM 469.679688 1626986054.7575
MEM 469.683594 1626986054.8609
MEM 469.683594 1626986054.9617
MEM 469.683594 1626986055.0622
MEM 469.683594 1626986055.1630
MEM 469.683594 1626986055.2668
MEM 469.683594 1626986055.3684
MEM 469.683594 1626986055.4733
MEM 469.687500 1626986055.5769
MEM 469.687500 1626986055.6772
MEM 469.687500 1626986055.7786
MEM 469.687500 1626986055.8798
MEM 469.687500 1626986055.9804
MEM 469.691406 1626986056.0843
MEM 469.691406 1626986056.1890
MEM 469.691406 1626986056.2924
MEM 469.691406 1626986056.3968
MEM 469.691406 1626986056.5017
MEM 469.691406 1626986056.6030
MEM 469.691406 1626986056.7056
MEM 469.691406 1626986056.8063
MEM 469.695312 1626986056.9073
MEM 469.695312 1626986057.0125
MEM 469.695312 1626986057.1143
MEM 469.695312 1626986057.2160
MEM 469.695312 1626986057.3199
MEM 469.695312 1626986057.4248
MEM 469.695312 1626986057.5259
MEM 469.695312 1626986057.6275
MEM 469.695312 1626986057.7327
MEM 469.699219 1626986057.8353
MEM 469.699219 1626986057.9398
MEM 469.699219 1626986058.0421
MEM 469.699219 1626986058.1459
MEM 469.699219 1626986058.2476
MEM 469.699219 1626986058.3517
MEM 469.699219 1626986058.4538
MEM 469.699219 1626986058.5590
MEM 469.699219 1626986058.6623
MEM 469.699219 1626986058.7675
MEM 469.699219 1626986058.8718
MEM 469.703125 1626986058.9748
MEM 469.703125 1626986059.0781
MEM 469.703125 1626986059.1833
MEM 469.703125 1626986059.2867
MEM 469.722656 1626986059.3913
MEM 469.722656 1626986059.4955
MEM 469.722656 1626986059.5998
MEM 469.722656 1626986059.7050
MEM 469.722656 1626986059.8071
MEM 469.722656 1626986059.9078
MEM 469.722656 1626986060.0109
MEM 469.722656 1626986060.1134
MEM 469.722656 1626986060.2136
MEM 469.722656 1626986060.3145
MEM 469.726562 1626986060.4184
MEM 469.726562 1626986060.5236
MEM 469.726562 1626986060.6264
MEM 469.726562 1626986060.7278
MEM 469.726562 1626986060.8330
MEM 469.726562 1626986060.9368
MEM 469.726562 1626986061.0418
MEM 469.726562 1626986061.1430
MEM 469.726562 1626986061.2432
MEM 469.726562 1626986061.3449
MEM 504.394531 1626986061.4470
MEM 525.945312 1626986061.5517
MEM 531.621094 1626986061.6544
MEM 537.480469 1626986061.7592
MEM 543.082031 1626986061.8603
MEM 548.699219 1626986061.9626
MEM 554.316406 1626986062.0643
MEM 560.062500 1626986062.1695
MEM 565.773438 1626986062.2746
MEM 572.574219 1626986062.3779
MEM 578.218750 1626986062.4782
MEM 583.886719 1626986062.5787
MEM 589.851562 1626986062.6839
MEM 593.910156 1626986062.7865
MEM 593.910156 1626986062.8875
MEM 594.835938 1626986062.9884
MEM 600.574219 1626986063.0922
MEM 605.414062 1626986063.1960
MEM 611.011719 1626986063.2979
MEM 615.867188 1626986063.4017
MEM 621.550781 1626986063.5036
MEM 627.355469 1626986063.6068
MEM 633.171875 1626986063.7095
MEM 638.886719 1626986063.8099
MEM 644.726562 1626986063.9122
MEM 650.484375 1626986064.0132
MEM 656.117188 1626986064.1140
MEM 661.734375 1626986064.2149
MEM 667.597656 1626986064.3191
MEM 674.238281 1626986064.4198
MEM 680.281250 1626986064.5248
MEM 684.816406 1626986064.6265
MEM 688.925781 1626986064.7284
MEM 692.949219 1626986064.8291
MEM 697.007812 1626986064.9313
MEM 697.519531 1626986065.0360
MEM 697.519531 1626986065.1385
MEM 699.316406 1626986065.2399
MEM 703.363281 1626986065.3425
MEM 707.378906 1626986065.4439
MEM 711.500000 1626986065.5468
MEM 715.656250 1626986065.6517
MEM 719.675781 1626986065.7529
MEM 723.765625 1626986065.8568
MEM 728.937500 1626986065.9588
MEM 733.167969 1626986066.0635
MEM 739.609375 1626986066.1687
MEM 745.125000 1626986066.2724
MEM 750.542969 1626986066.3747
MEM 755.964844 1626986066.4762
MEM 761.488281 1626986066.5801
MEM 766.859375 1626986066.6812
MEM 772.437500 1626986066.7864
MEM 777.886719 1626986066.8894
MEM 784.332031 1626986066.9918
MEM 689.781250 1626986067.0965
MEM 619.867188 1626986067.2017
MEM 551.484375 1626986067.3064
MEM 553.113281 1626986067.4107
MEM 554.261719 1626986067.5134
MEM 555.406250 1626986067.6170
MEM 556.996094 1626986067.7187
MEM 519.230469 1626986067.8198
MEM 455.480469 1626986067.9247
MEM 381.273438 1626986068.0260
MEM 264.347656 1626986068.1308
MEM 186.097656 1626986068.2360
MEM 114.656250 1626986068.3370
MEM 76.871094 1626986068.4372
MEM 76.871094 1626986068.5375
MEM 76.871094 1626986068.6385
MEM 76.871094 1626986068.7431
MEM 76.871094 1626986068.8473
MEM 76.871094 1626986068.9521
MEM 77.816406 1626986069.0560
MEM 77.960938 1626986069.1591
MEM 78.839844 1626986069.2627
MEM 78.839844 1626986069.3649
MEM 78.839844 1626986069.4677
MEM 78.839844 1626986069.5679
MEM 79.343750 1626986069.6713
MEM 82.890625 1626986069.7743
MEM 82.890625 1626986069.8776
MEM 82.890625 1626986069.9786
MEM 82.890625 1626986070.0810
MEM 82.890625 1626986070.1818
MEM 82.890625 1626986070.2847
MEM 82.890625 1626986070.3867
MEM 82.890625 1626986070.4888
MEM 82.890625 1626986070.5915
MEM 82.890625 1626986070.6920
MEM 82.890625 1626986070.7952
MEM 82.890625 1626986070.8981
MEM 82.898438 1626986070.9989
MEM 82.898438 1626986071.1016
MEM 82.898438 1626986071.2068
MEM 82.898438 1626986071.3118
MEM 82.902344 1626986071.4134
MEM 85.257812 1626986071.5162
MEM 89.007812 1626986071.6195
MEM 89.027344 1626986071.7222
MEM 89.035156 1626986071.8244
MEM 89.035156 1626986071.9274
MEM 89.035156 1626986072.0295
MEM 89.035156 1626986072.1339
MEM 67.535156 1626986072.2348
MEM 67.730469 1626986072.3369
MEM 69.226562 1626986072.4403
MEM 73.710938 1626986072.5424
MEM 74.230469 1626986072.6460
MEM 74.230469 1626986072.7498
MEM 74.230469 1626986072.8540
MEM 74.230469 1626986072.9546
MEM 74.230469 1626986073.0556
MEM 74.230469 1626986073.1588
MEM 74.230469 1626986073.2635
MEM 74.230469 1626986073.3641
MEM 74.230469 1626986073.4655
MEM 74.230469 1626986073.5694
MEM 74.230469 1626986073.6737
MEM 74.230469 1626986073.7766
MEM 74.230469 1626986073.8785
MEM 74.230469 1626986073.9822
MEM 74.230469 1626986074.0833
MEM 74.230469 1626986074.1861
MEM 74.230469 1626986074.2870
MEM 74.230469 1626986074.3920
MEM 74.230469 1626986074.4950
MEM 74.230469 1626986074.5981
MEM 80.437500 1626986074.7026
MEM 84.863281 1626986074.8077
MEM 84.863281 1626986074.9083
MEM 84.867188 1626986075.0093
MEM 84.867188 1626986075.1135
MEM 84.867188 1626986075.2140
MEM 84.867188 1626986075.3172
MEM 77.210938 1626986075.4189
MEM 67.421875 1626986075.5236
MEM 70.210938 1626986075.6287
MEM 74.902344 1626986075.7317
MEM 74.902344 1626986075.8369
MEM 74.902344 1626986075.9401
MEM 74.902344 1626986076.0450
MEM 74.902344 1626986076.1491
MEM 74.902344 1626986076.2531
MEM 75.187500 1626986076.3537
